Date,Close,Open,High,Low,Volume,Symbol,Label
2021-06-15,1367.36,1361.58,1372.72,1356.59,730940.0,VNINDEX,2
2021-06-16,1356.52,1363.85,1370.14,1350.73,769630.0,VNINDEX,2
2021-06-17,1359.92,1341.06,1364.55,1337.49,768730.0,VNINDEX,2
2021-06-18,1377.77,1366.19,1377.77,1363.52,809470.0,VNINDEX,2
2021-06-21,1372.63,1373.59,1381.74,1367.85,768180.0,VNINDEX,2
2021-06-22,1379.97,1380.84,1385.98,1375.0,746950.0,VNINDEX,2
2021-06-23,1376.87,1383.15,1388.33,1372.06,710770.0,VNINDEX,2
2021-06-24,1379.72,1376.87,1384.71,1372.99,591750.0,VNINDEX,2
2021-06-25,1390.12,1382.11,1390.12,1372.8,598110.0,VNINDEX,2
2021-06-28,1405.81,1397.96,1406.02,1390.56,699510.0,VNINDEX,2
2021-06-29,1410.04,1408.34,1416.34,1406.87,647390.0,VNINDEX,2
2021-06-30,1408.55,1410.83,1419.61,1408.18,595290.0,VNINDEX,1
2021-07-01,1417.08,1412.15,1417.27,1402.18,753560.0,VNINDEX,1
2021-07-02,1420.27,1422.89,1424.28,1415.82,706830.0,VNINDEX,0
2021-07-05,1411.13,1420.27,1421.52,1394.12,774450.0,VNINDEX,0
2021-07-06,1354.79,1411.13,1418.99,1354.79,773510.0,VNINDEX,0
2021-07-07,1388.55,1354.79,1388.55,1334.58,733800.0,VNINDEX,0
2021-07-08,1374.68,1388.55,1388.55,1363.92,528830.0,VNINDEX,0
2021-07-09,1347.14,1374.68,1374.68,1335.9,713990.0,VNINDEX,0
2021-07-12,1296.3,1347.14,1347.14,1270.06,912740.0,VNINDEX,0
2021-07-13,1297.54,1296.3,1307.73,1278.3,500180.0,VNINDEX,0
2021-07-14,1279.91,1297.54,1305.37,1264.68,547970.0,VNINDEX,0
2021-07-15,1293.92,1279.91,1299.18,1270.77,419140.0,VNINDEX,0
2021-07-16,1299.31,1293.92,1304.37,1293.92,415120.0,VNINDEX,0
2021-07-19,1243.51,1299.31,1299.31,1237.79,731020.0,VNINDEX,1
2021-07-20,1273.29,1243.51,1273.29,1225.52,568600.0,VNINDEX,2
2021-07-21,1270.79,1273.29,1284.33,1266.71,451950.0,VNINDEX,2
2021-07-22,1293.67,1270.79,1294.16,1266.54,536410.0,VNINDEX,2
2021-07-23,1268.83,1293.67,1295.63,1268.83,582250.0,VNINDEX,2
2021-07-26,1272.71,1268.83,1277.33,1254.57,508550.0,VNINDEX,2
2021-07-27,1276.93,1272.71,1288.35,1272.71,566750.0,VNINDEX,2
2021-07-28,1277.07,1276.93,1281.17,1271.78,406890.0,VNINDEX,2
2021-07-29,1293.6,1277.07,1293.6,1277.07,491060.0,VNINDEX,2
2021-07-30,1310.05,1293.6,1311.97,1293.6,644440.0,VNINDEX,2
2021-08-02,1314.22,1310.05,1322.35,1304.49,614530.0,VNINDEX,2
2021-08-03,1332.44,1314.22,1332.44,1314.22,647010.0,VNINDEX,2
2021-08-04,1334.74,1332.44,1340.76,1328.4,661800.0,VNINDEX,2
2021-08-05,1345.55,1334.74,1346.62,1326.8,635470.0,VNINDEX,2
2021-08-06,1341.45,1345.55,1351.85,1341.45,736160.0,VNINDEX,2
2021-08-09,1359.86,1341.45,1361.12,1334.69,688430.0,VNINDEX,2
2021-08-10,1362.43,1359.86,1370.35,1358.12,716540.0,VNINDEX,2
2021-08-11,1357.79,1362.43,1374.03,1357.79,806770.0,VNINDEX,2
2021-08-12,1353.05,1357.79,1365.01,1353.05,741560.0,VNINDEX,2
2021-08-13,1357.05,1353.05,1357.41,1336.74,744150.0,VNINDEX,2
2021-08-16,1370.96,1357.05,1372.33,1357.05,827710.0,VNINDEX,2
2021-08-17,1363.09,1370.96,1379.7,1359.11,768610.0,VNINDEX,2
2021-08-18,1360.94,1363.09,1370.5,1355.83,689780.0,VNINDEX,2
2021-08-19,1374.85,1360.94,1374.85,1352.94,728170.0,VNINDEX,2
2021-08-20,1329.43,1374.85,1374.85,1317.52,1210000.0,VNINDEX,2
2021-08-23,1298.86,1329.43,1329.43,1298.86,795070.0,VNINDEX,2
2021-08-24,1298.74,1298.86,1307.56,1289.16,714270.0,VNINDEX,2
2021-08-25,1309.55,1298.74,1310.16,1291.7,522870.0,VNINDEX,2
2021-08-26,1301.12,1309.55,1316.26,1295.77,524290.0,VNINDEX,2
2021-08-27,1313.2,1301.12,1313.2,1285.16,685060.0,VNINDEX,2
2021-08-30,1328.14,1313.2,1329.62,1313.2,676540.0,VNINDEX,2
2021-08-31,1331.47,1328.14,1336.14,1325.69,733830.0,VNINDEX,2
2021-09-01,1334.65,1331.47,1338.02,1328.13,719960.0,VNINDEX,2
2021-09-06,1346.39,1334.65,1348.36,1334.65,944410.0,VNINDEX,2
2021-09-07,1341.9,1346.39,1353.66,1340.32,869380.0,VNINDEX,2
2021-09-08,1333.61,1341.9,1344.49,1328.35,626080.0,VNINDEX,2
2021-09-09,1343.98,1333.61,1345.59,1332.67,642570.0,VNINDEX,2
2021-09-10,1345.31,1343.98,1350.43,1343.98,598730.0,VNINDEX,2
2021-09-13,1341.43,1345.31,1350.69,1340.5,775470.0,VNINDEX,2
2021-09-14,1339.7,1341.43,1349.13,1336.84,730450.0,VNINDEX,2
2021-09-15,1345.83,1339.7,1347.7,1334.97,692090.0,VNINDEX,2
2021-09-16,1345.87,1345.83,1353.12,1341.23,599770.0,VNINDEX,2
2021-09-17,1352.64,1345.87,1356.45,1345.87,852780.0,VNINDEX,2
2021-09-20,1350.48,1352.64,1365.92,1349.18,895460.0,VNINDEX,2
2021-09-21,1339.84,1350.48,1350.48,1324.82,859680.0,VNINDEX,2
2021-09-22,1350.68,1339.84,1350.71,1336.63,779650.0,VNINDEX,2
2021-09-23,1352.76,1350.68,1361.09,1350.43,997610.0,VNINDEX,2
2021-09-24,1351.17,1352.76,1356.97,1348.07,673100.0,VNINDEX,2
2021-09-27,1324.99,1351.17,1354.38,1324.99,778440.0,VNINDEX,2
2021-09-28,1339.31,1324.99,1341.81,1316.41,623510.0,VNINDEX,2
2021-09-29,1339.21,1339.31,1340.9,1328.17,598500.0,VNINDEX,2
2021-09-30,1342.06,1339.21,1348.89,1339.21,438290.0,VNINDEX,2
2021-10-01,1334.89,1342.06,1344.06,1332.97,738170.0,VNINDEX,2
2021-10-04,1339.54,1334.89,1347.49,1333.53,736080.0,VNINDEX,2
2021-10-05,1354.63,1339.54,1354.63,1339.54,636270.0,VNINDEX,2
2021-10-06,1362.82,1354.63,1362.82,1354.63,637000.0,VNINDEX,2
2021-10-07,1365.99,1362.82,1367.64,1360.57,693030.0,VNINDEX,2
2021-10-08,1372.73,1365.99,1373.18,1365.93,632860.0,VNINDEX,2
2021-10-11,1394.09,1372.73,1394.64,1372.73,764350.0,VNINDEX,2
2021-10-12,1394.8,1394.09,1400.78,1389.43,742810.0,VNINDEX,2
2021-10-13,1391.91,1394.8,1400.67,1389.61,645350.0,VNINDEX,2
2021-10-14,1391.85,1391.91,1398.67,1388.89,725510.0,VNINDEX,2
2021-10-15,1392.7,1391.85,1399.03,1388.0,784560.0,VNINDEX,2
2021-10-18,1395.53,1392.7,1402.63,1390.88,795920.0,VNINDEX,2
2021-10-19,1395.33,1395.53,1399.66,1388.95,639440.0,VNINDEX,2
2021-10-20,1393.8,1395.33,1401.76,1376.15,845890.0,VNINDEX,2
2021-10-21,1384.77,1393.8,1398.45,1384.77,709070.0,VNINDEX,2
2021-10-22,1389.24,1384.77,1393.7,1384.77,798130.0,VNINDEX,2
2021-10-25,1385.4,1389.24,1395.72,1385.4,899260.0,VNINDEX,2
2021-10-26,1391.63,1385.4,1393.03,1377.56,747950.0,VNINDEX,2
2021-10-27,1423.02,1391.63,1423.02,1391.63,936220.0,VNINDEX,1
2021-10-28,1438.01,1423.02,1440.64,1420.42,865430.0,VNINDEX,1
2021-10-29,1444.27,1438.01,1447.62,1432.19,982010.0,VNINDEX,1
2021-11-01,1438.97,1444.27,1451.81,1435.57,1130000.0,VNINDEX,1
2021-11-02,1452.46,1438.97,1452.46,1438.83,1010000.0,VNINDEX,1
2021-11-03,1444.3,1452.46,1463.63,1440.67,1510000.0,VNINDEX,1
2021-11-04,1448.34,1444.3,1451.98,1435.84,929530.0,VNINDEX,1
2021-11-05,1456.51,1448.34,1459.93,1444.51,874070.0,VNINDEX,1
2021-11-08,1467.57,1456.51,1470.49,1456.51,1080000.0,VNINDEX,1
2021-11-09,1461.5,1467.57,1474.2,1457.57,1030000.0,VNINDEX,1
2021-11-10,1465.02,1461.5,1470.19,1457.98,985540.0,VNINDEX,1
2021-11-11,1462.35,1465.02,1472.89,1449.18,1270000.0,VNINDEX,1
2021-11-12,1473.37,1462.35,1474.98,1453.22,955630.0,VNINDEX,1
2021-11-15,1476.57,1473.37,1481.96,1466.01,1170000.0,VNINDEX,1
2021-11-16,1466.45,1476.57,1476.97,1459.08,1220000.0,VNINDEX,1
2021-11-17,1475.85,1466.45,1477.04,1464.78,860800.0,VNINDEX,1
2021-11-18,1469.83,1475.85,1482.87,1469.83,1090000.0,VNINDEX,1
2021-11-19,1452.35,1469.83,1481.53,1434.69,1520000.0,VNINDEX,1
2021-11-22,1447.25,1452.35,1466.46,1442.85,1270000.0,VNINDEX,1
2021-11-23,1463.63,1447.25,1463.63,1438.41,880070.0,VNINDEX,1
2021-11-24,1488.87,1463.63,1491.05,1463.63,1120000.0,VNINDEX,1
2021-11-25,1500.81,1488.87,1505.36,1488.87,1010000.0,VNINDEX,1
2021-11-26,1493.03,1500.81,1511.68,1488.83,1060000.0,VNINDEX,1
2021-11-29,1484.84,1493.03,1493.03,1464.83,1010000.0,VNINDEX,1
2021-11-30,1478.44,1484.84,1503.09,1471.57,1080000.0,VNINDEX,1
2021-12-01,1485.19,1478.44,1487.68,1471.3,876730.0,VNINDEX,1
2021-12-02,1482.05,1485.19,1493.84,1482.05,763960.0,VNINDEX,1
2021-12-03,1443.32,1482.05,1491.2,1443.32,1100000.0,VNINDEX,1
2021-12-06,1413.58,1443.32,1452.55,1400.87,1040000.0,VNINDEX,1
2021-12-07,1446.77,1413.58,1446.77,1413.58,755910.0,VNINDEX,1
2021-12-08,1452.87,1446.77,1460.28,1446.77,771030.0,VNINDEX,1
2021-12-09,1467.98,1452.87,1467.98,1446.88,665460.0,VNINDEX,1
2021-12-10,1463.54,1467.98,1475.85,1461.78,798290.0,VNINDEX,1
2021-12-13,1476.21,1463.54,1481.7,1463.54,865580.0,VNINDEX,1
2021-12-14,1476.02,1476.21,1485.14,1469.21,964110.0,VNINDEX,1
2021-12-15,1475.5,1476.02,1481.67,1468.21,906080.0,VNINDEX,1
2021-12-16,1476.61,1475.5,1482.32,1468.95,927540.0,VNINDEX,1
2021-12-17,1479.79,1476.61,1487.73,1476.61,1110000.0,VNINDEX,1
2021-12-20,1477.33,1479.79,1483.85,1468.88,963350.0,VNINDEX,1
2021-12-21,1478.74,1477.33,1486.09,1472.43,902840.0,VNINDEX,1
2021-12-22,1477.67,1478.74,1489.24,1471.84,1070000.0,VNINDEX,1
2021-12-23,1456.96,1477.67,1481.21,1447.14,1360000.0,VNINDEX,1
2021-12-24,1477.03,1456.96,1478.8,1456.32,889480.0,VNINDEX,1
2021-12-27,1488.88,1477.03,1490.12,1469.91,752110.0,VNINDEX,1
2021-12-28,1494.39,1488.88,1499.77,1483.97,1000000.0,VNINDEX,1
2021-12-29,1485.82,1494.39,1498.91,1485.82,843880.0,VNINDEX,1
2021-12-30,1485.97,1490.96,1493.38,1484.82,747860.0,VNINDEX,1
2021-12-31,1498.28,1485.97,1499.07,1485.97,875730.0,VNINDEX,1
2022-01-04,1525.58,1508.55,1526.69,1507.19,891300.0,VNINDEX,1
2022-01-05,1522.5,1525.58,1535.82,1522.5,1060000.0,VNINDEX,1
2022-01-06,1528.57,1522.5,1536.24,1518.18,1130000.0,VNINDEX,1
2022-01-07,1528.48,1534.1,1534.52,1524.96,1030000.0,VNINDEX,1
2022-01-10,1503.71,1528.48,1536.45,1503.71,1380000.0,VNINDEX,1
2022-01-11,1492.31,1503.71,1512.05,1488.4,1250000.0,VNINDEX,1
2022-01-12,1510.51,1489.11,1510.51,1464.49,1130000.0,VNINDEX,1
2022-01-13,1496.05,1510.51,1522.6,1495.13,995820.0,VNINDEX,1
2022-01-14,1496.02,1496.05,1503.25,1476.68,785610.0,VNINDEX,1
2022-01-17,1452.84,1496.02,1503.86,1452.84,987100.0,VNINDEX,1
2022-01-18,1438.94,1452.84,1452.84,1424.65,739290.0,VNINDEX,1
2022-01-19,1442.79,1438.94,1449.11,1434.46,637630.0,VNINDEX,1
2022-01-20,1465.3,1442.79,1469.08,1432.58,785760.0,VNINDEX,1
2022-01-21,1472.89,1465.3,1477.23,1463.06,811350.0,VNINDEX,1
2022-01-24,1439.71,1472.89,1472.89,1432.18,828130.0,VNINDEX,1
2022-01-25,1479.58,1439.71,1479.58,1424.36,751390.0,VNINDEX,1
2022-01-26,1481.58,1479.58,1490.45,1478.41,813180.0,VNINDEX,1
2022-01-27,1470.76,1481.58,1486.39,1464.06,564600.0,VNINDEX,1
2022-01-28,1478.96,1470.76,1484.48,1465.22,702680.0,VNINDEX,1
2022-02-07,1497.66,1478.96,1505.69,1478.96,578170.0,VNINDEX,1
2022-02-08,1500.99,1497.66,1503.33,1491.78,734760.0,VNINDEX,1
2022-02-09,1505.38,1500.99,1511.72,1499.53,794740.0,VNINDEX,1
2022-02-10,1506.79,1510.66,1512.88,1495.7,680250.0,VNINDEX,1
2022-02-11,1501.71,1506.79,1508.54,1499.06,636280.0,VNINDEX,1
2022-02-14,1471.96,1501.71,1501.71,1471.96,810720.0,VNINDEX,1
2022-02-15,1492.75,1471.96,1495.56,1470.06,606420.0,VNINDEX,1
2022-02-16,1492.1,1492.75,1499.5,1486.68,702520.0,VNINDEX,1
2022-02-17,1507.99,1492.1,1507.99,1492.1,615790.0,VNINDEX,1
2022-02-18,1504.84,1507.99,1507.99,1492.38,697550.0,VNINDEX,1
2022-02-21,1510.84,1504.84,1516.63,1500.97,791920.0,VNINDEX,1
2022-02-22,1503.47,1510.84,1510.84,1484.81,908050.0,VNINDEX,1
2022-02-23,1512.3,1503.47,1520.78,1503.47,694650.0,VNINDEX,1
2022-02-24,1494.85,1512.3,1513.25,1473.76,1160000.0,VNINDEX,1
2022-02-25,1498.89,1494.85,1512.05,1494.85,768010.0,VNINDEX,1
2022-02-28,1490.13,1498.89,1502.36,1487.57,729790.0,VNINDEX,1
2022-03-01,1498.78,1490.13,1501.73,1490.13,842430.0,VNINDEX,1
2022-03-02,1485.52,1499.37,1500.41,1479.55,941550.0,VNINDEX,1
2022-03-03,1505.0,1485.52,1505.0,1485.52,929210.0,VNINDEX,1
2022-03-04,1505.33,1505.0,1509.19,1501.39,928920.0,VNINDEX,1
2022-03-07,1499.05,1505.33,1505.33,1493.87,981720.0,VNINDEX,1
2022-03-08,1473.71,1499.05,1499.05,1473.71,1040000.0,VNINDEX,1
2022-03-09,1473.74,1473.71,1482.86,1462.8,930300.0,VNINDEX,1
2022-03-10,1479.08,1473.74,1488.59,1473.74,649940.0,VNINDEX,1
2022-03-11,1466.54,1479.08,1480.29,1458.88,878190.0,VNINDEX,1
2022-03-14,1446.25,1466.54,1466.54,1439.19,858570.0,VNINDEX,1
2022-03-15,1452.74,1446.25,1453.07,1437.27,675630.0,VNINDEX,1
2022-03-16,1459.33,1452.74,1462.98,1452.74,624220.0,VNINDEX,1
2022-03-17,1461.34,1459.33,1467.74,1459.14,717440.0,VNINDEX,1
2022-03-18,1469.1,1461.34,1474.86,1461.34,795730.0,VNINDEX,1
2022-03-21,1494.95,1474.78,1494.95,1474.38,792160.0,VNINDEX,1
2022-03-22,1503.78,1494.95,1507.71,1494.95,947700.0,VNINDEX,1
2022-03-23,1502.34,1503.78,1513.9,1501.67,861130.0,VNINDEX,1
2022-03-24,1498.26,1502.34,1505.39,1495.18,784910.0,VNINDEX,1
2022-03-25,1498.5,1500.17,1503.29,1494.55,768940.0,VNINDEX,1
2022-03-28,1483.18,1498.5,1498.5,1473.8,1070000.0,VNINDEX,1
2022-03-29,1497.76,1483.18,1498.45,1483.18,737940.0,VNINDEX,1
2022-03-30,1490.51,1497.76,1503.89,1483.9,901490.0,VNINDEX,1
2022-03-31,1492.15,1490.51,1498.41,1488.27,684540.0,VNINDEX,1
2022-04-01,1516.44,1492.15,1516.87,1484.13,967670.0,VNINDEX,1
2022-04-04,1524.7,1516.44,1530.95,1516.44,779580.0,VNINDEX,1
2022-04-05,1520.03,1524.7,1527.57,1519.28,703530.0,VNINDEX,1
2022-04-06,1522.9,1520.03,1523.75,1507.62,944040.0,VNINDEX,1
2022-04-07,1502.35,1522.9,1524.92,1502.35,795130.0,VNINDEX,1
2022-04-08,1482.0,1502.35,1507.73,1482.0,763560.0,VNINDEX,1
2022-04-12,1455.25,1482.0,1490.58,1455.25,680060.0,VNINDEX,0
2022-04-13,1477.2,1455.25,1477.2,1448.52,674790.0,VNINDEX,0
2022-04-14,1472.12,1477.2,1484.34,1471.75,523370.0,VNINDEX,0
2022-04-15,1458.56,1472.12,1478.95,1456.39,659470.0,VNINDEX,0
2022-04-18,1432.6,1458.56,1458.56,1425.07,827690.0,VNINDEX,0
2022-04-19,1406.45,1432.6,1442.04,1406.45,702350.0,VNINDEX,0
2022-04-20,1384.72,1401.63,1410.64,1384.72,688330.0,VNINDEX,0
2022-04-21,1370.21,1384.72,1392.33,1356.58,810670.0,VNINDEX,0
2022-04-22,1379.23,1370.21,1392.89,1352.43,834410.0,VNINDEX,0
2022-04-25,1310.92,1379.23,1382.13,1298.38,762880.0,VNINDEX,0
2022-04-26,1341.34,1310.92,1341.34,1261.4,727650.0,VNINDEX,0
2022-04-27,1353.77,1341.34,1355.92,1314.81,519560.0,VNINDEX,0
2022-04-28,1350.99,1353.77,1358.07,1344.1,485120.0,VNINDEX,0
2022-04-29,1366.8,1350.99,1369.31,1343.24,598400.0,VNINDEX,0
2022-05-04,1348.68,1366.11,1366.39,1348.68,528290.0,VNINDEX,0
2022-05-05,1360.68,1348.68,1362.18,1331.41,531080.0,VNINDEX,0
2022-05-06,1329.26,1360.68,1360.68,1328.13,564070.0,VNINDEX,0
2022-05-09,1269.62,1329.26,1329.26,1265.54,673760.0,VNINDEX,0
2022-05-10,1293.56,1269.62,1293.56,1232.57,665480.0,VNINDEX,0
2022-05-11,1301.53,1293.56,1305.17,1277.91,418230.0,VNINDEX,0
2022-05-12,1238.84,1301.53,1301.53,1238.05,557890.0,VNINDEX,0
2022-05-13,1182.77,1238.84,1238.84,1180.6,816990.0,VNINDEX,0
2022-05-16,1171.95,1182.77,1215.96,1170.59,584390.0,VNINDEX,0
2022-05-17,1228.37,1171.95,1228.37,1156.54,583960.0,VNINDEX,0
2022-05-18,1240.76,1228.37,1249.84,1222.92,566360.0,VNINDEX,0
2022-05-19,1241.64,1240.76,1246.66,1210.43,496730.0,VNINDEX,0
2022-05-20,1240.71,1241.64,1252.96,1232.33,504690.0,VNINDEX,0
2022-05-23,1218.81,1240.71,1246.58,1207.99,557430.0,VNINDEX,0
2022-05-24,1233.38,1218.81,1233.38,1203.28,528480.0,VNINDEX,0
2022-05-25,1268.43,1233.38,1268.43,1233.38,655240.0,VNINDEX,0
2022-05-26,1268.57,1268.43,1278.11,1261.55,541910.0,VNINDEX,0
2022-05-27,1285.45,1268.57,1286.99,1268.57,607220.0,VNINDEX,0
2022-05-30,1293.92,1285.45,1296.22,1281.27,587230.0,VNINDEX,0
2022-05-31,1292.68,1293.92,1297.64,1280.44,591090.0,VNINDEX,0
2022-06-01,1299.52,1292.68,1302.25,1286.01,573630.0,VNINDEX,0
2022-06-02,1288.62,1299.52,1302.66,1283.32,572550.0,VNINDEX,0
2022-06-03,1287.98,1288.62,1292.78,1276.37,473810.0,VNINDEX,0
2022-06-06,1290.01,1287.98,1302.14,1281.95,589890.0,VNINDEX,0
2022-06-07,1291.35,1290.01,1291.35,1260.92,670870.0,VNINDEX,0
2022-06-08,1307.91,1291.35,1316.78,1291.35,584570.0,VNINDEX,0
2022-06-09,1307.8,1307.91,1312.44,1300.85,465660.0,VNINDEX,0
2022-06-10,1284.08,1307.8,1309.59,1284.08,603290.0,VNINDEX,0
2022-06-13,1227.04,1284.08,1284.08,1226.01,733450.0,VNINDEX,0
2022-06-14,1230.31,1227.04,1239.36,1211.13,560890.0,VNINDEX,0
2022-06-15,1213.93,1230.31,1235.56,1195.19,688120.0,VNINDEX,0
2022-06-16,1236.63,1213.93,1246.32,1213.93,561690.0,VNINDEX,0
2022-06-17,1217.3,1236.63,1236.63,1191.92,738580.0,VNINDEX,0
2022-06-20,1180.4,1218.37,1221.6,1180.4,669550.0,VNINDEX,0
2022-06-21,1172.47,1180.4,1189.97,1162.94,694930.0,VNINDEX,0
2022-06-22,1169.27,1172.47,1185.86,1162.98,592480.0,VNINDEX,0
2022-06-23,1188.88,1169.27,1188.88,1162.06,440780.0,VNINDEX,0
2022-06-24,1185.48,1188.88,1196.85,1185.48,478690.0,VNINDEX,0
2022-06-27,1202.82,1185.48,1203.51,1185.48,526960.0,VNINDEX,0
2022-06-28,1218.1,1202.82,1221.74,1198.99,588390.0,VNINDEX,0
2022-06-29,1218.09,1218.1,1219.58,1207.38,560590.0,VNINDEX,0
2022-06-30,1197.6,1218.09,1220.51,1197.6,510220.0,VNINDEX,0
2022-07-01,1198.9,1197.6,1202.41,1170.95,534070.0,VNINDEX,0
2022-07-04,1195.53,1206.47,1208.96,1192.63,442820.0,VNINDEX,0
2022-07-05,1181.29,1195.53,1200.99,1181.29,612000.0,VNINDEX,0
2022-07-06,1149.61,1181.29,1181.29,1147.63,556460.0,VNINDEX,0
2022-07-07,1166.48,1149.61,1166.48,1142.8,411790.0,VNINDEX,0
2022-07-08,1171.31,1166.48,1177.18,1164.23,476370.0,VNINDEX,0
2022-07-11,1155.29,1171.31,1171.31,1144.55,538710.0,VNINDEX,0
2022-07-12,1174.82,1155.29,1174.82,1153.55,525110.0,VNINDEX,0
2022-07-13,1173.92,1173.46,1182.21,1170.92,564000.0,VNINDEX,0
2022-07-14,1182.17,1173.92,1182.17,1170.04,534740.0,VNINDEX,0
2022-07-15,1179.25,1182.17,1189.66,1178.12,604010.0,VNINDEX,0
2022-07-18,1176.49,1179.25,1184.93,1174.7,523730.0,VNINDEX,0
2022-07-19,1178.33,1176.49,1180.46,1168.99,532690.0,VNINDEX,0
2022-07-20,1194.14,1178.33,1198.63,1178.33,648000.0,VNINDEX,0
2022-07-21,1198.47,1194.14,1201.91,1194.14,530310.0,VNINDEX,0
2022-07-22,1194.76,1198.47,1202.69,1194.76,477950.0,VNINDEX,0
2022-07-25,1188.5,1191.43,1198.16,1184.32,437850.0,VNINDEX,0
2022-07-26,1185.07,1188.5,1194.15,1184.44,434800.0,VNINDEX,0
2022-07-27,1191.04,1185.07,1191.04,1178.58,445140.0,VNINDEX,0
2022-07-28,1208.12,1191.04,1214.03,1191.04,668860.0,VNINDEX,0
2022-07-29,1206.33,1208.12,1217.84,1206.33,590320.0,VNINDEX,0
2022-08-01,1231.35,1206.33,1231.35,1206.33,708710.0,VNINDEX,0
2022-08-02,1241.62,1231.35,1241.91,1224.11,817690.0,VNINDEX,0
2022-08-03,1249.76,1241.62,1250.2,1232.41,789520.0,VNINDEX,0
2022-08-04,1254.15,1249.76,1257.38,1247.38,724750.0,VNINDEX,0
2022-08-05,1252.74,1250.25,1253.75,1245.05,698640.0,VNINDEX,0
2022-08-08,1256.75,1252.36,1258.84,1252.04,699340.0,VNINDEX,0
2022-08-09,1258.85,1256.75,1263.14,1252.84,721640.0,VNINDEX,0
2022-08-10,1256.5,1258.85,1260.36,1253.89,651760.0,VNINDEX,0
2022-08-11,1252.07,1256.5,1268.03,1245.85,810550.0,VNINDEX,0
2022-08-12,1262.33,1252.07,1262.33,1248.65,542040.0,VNINDEX,0
2022-08-15,1274.2,1262.33,1274.24,1262.33,634200.0,VNINDEX,0
2022-08-16,1274.69,1274.2,1275.93,1271.11,617720.0,VNINDEX,0
2022-08-17,1275.28,1274.69,1280.61,1271.97,712250.0,VNINDEX,0
2022-08-18,1273.66,1275.28,1283.15,1268.64,599080.0,VNINDEX,0
2022-08-19,1269.18,1273.66,1280.0,1263.45,607620.0,VNINDEX,0
2022-08-22,1260.43,1269.18,1270.57,1255.83,619450.0,VNINDEX,0
2022-08-23,1270.81,1260.43,1270.81,1253.45,564720.0,VNINDEX,0
2022-08-24,1277.16,1270.81,1280.36,1270.81,601890.0,VNINDEX,0
2022-08-25,1288.88,1277.16,1289.18,1277.16,623970.0,VNINDEX,0
2022-08-26,1282.57,1291.29,1295.12,1280.05,668960.0,VNINDEX,0
2022-08-29,1270.8,1282.57,1282.57,1249.17,845900.0,VNINDEX,0
2022-08-30,1279.39,1270.8,1287.65,1270.8,526100.0,VNINDEX,0
2022-08-31,1280.51,1279.39,1285.29,1274.99,499310.0,VNINDEX,0
2022-09-05,1277.35,1280.51,1285.7,1275.35,524680.0,VNINDEX,0
2022-09-06,1277.4,1279.58,1286.92,1277.4,581460.0,VNINDEX,0
2022-09-07,1243.17,1277.4,1277.4,1243.17,852270.0,VNINDEX,0
2022-09-08,1234.6,1243.17,1251.36,1234.6,599610.0,VNINDEX,0
2022-09-09,1248.78,1234.6,1248.78,1228.54,586030.0,VNINDEX,0
2022-09-12,1249.62,1248.78,1257.8,1248.78,410190.0,VNINDEX,0
2022-09-13,1248.4,1249.62,1252.35,1243.87,473970.0,VNINDEX,0
2022-09-14,1240.77,1248.4,1248.4,1228.51,607860.0,VNINDEX,0
2022-09-15,1245.66,1240.77,1250.93,1240.77,429840.0,VNINDEX,0
2022-09-16,1234.03,1245.66,1246.17,1230.37,632370.0,VNINDEX,0
2022-09-19,1205.43,1234.03,1234.03,1202.07,701960.0,VNINDEX,0
2022-09-20,1218.93,1212.08,1218.93,1199.71,473890.0,VNINDEX,0
2022-09-21,1210.55,1218.93,1218.93,1204.68,391710.0,VNINDEX,0
2022-09-22,1214.7,1210.55,1214.7,1196.64,473560.0,VNINDEX,0
2022-09-23,1203.28,1214.7,1216.59,1201.45,485380.0,VNINDEX,0
2022-09-26,1174.35,1203.28,1203.28,1159.12,757090.0,VNINDEX,0
2022-09-27,1166.54,1174.35,1180.75,1166.44,466620.0,VNINDEX,0
2022-09-28,1143.62,1166.54,1166.54,1142.79,527700.0,VNINDEX,0
2022-09-29,1126.07,1143.62,1159.49,1126.07,491470.0,VNINDEX,0
2022-09-30,1132.11,1126.07,1135.47,1099.44,729670.0,VNINDEX,0
2022-10-03,1086.44,1132.11,1132.11,1079.86,554150.0,VNINDEX,0
2022-10-04,1078.14,1086.44,1100.42,1069.74,582820.0,VNINDEX,0
2022-10-05,1104.26,1078.14,1110.21,1078.14,451940.0,VNINDEX,0
2022-10-06,1074.52,1104.26,1106.97,1072.57,545820.0,VNINDEX,0
2022-10-07,1035.91,1074.52,1074.52,1022.38,877310.0,VNINDEX,0
2022-10-10,1042.48,1035.91,1051.02,1012.94,692980.0,VNINDEX,0
2022-10-11,1006.2,1042.48,1042.48,998.64,672100.0,VNINDEX,0
2022-10-12,1034.81,1006.2,1039.44,1002.89,616140.0,VNINDEX,0
2022-10-13,1050.99,1034.81,1050.99,1025.04,477330.0,VNINDEX,0
2022-10-14,1061.85,1050.99,1068.12,1050.99,641480.0,VNINDEX,0
2022-10-17,1051.58,1061.85,1061.85,1033.59,497420.0,VNINDEX,0
2022-10-18,1063.66,1051.58,1071.74,1051.58,514840.00000000006,VNINDEX,0
2022-10-19,1060.07,1063.66,1065.99,1052.29,400660.0,VNINDEX,0
2022-10-20,1058.45,1056.14,1065.28,1048.21,398330.0,VNINDEX,0
