Date,Close,Open,High,Low,Volume,Symbol,Label,Feature_Trend,Feature_Momemtum,Feature_Volatility,Feature_Volume,SMA5,SMA10,EMA_3,EMA_5
2020-02-19,928.76,926.41,931.66,925.86,192170.0,VNINDEX,0,-0.5416666666666666,-0.022727272727272728,-0.04950495049504951,17,933.43,934.9519999999999,930.371131300088,931.9469664303022
2020-02-20,938.13,933.69,938.13,930.41,198340.0,VNINDEX,0,-0.4583333333333333,0.022727272727272728,-0.04950495049504951,11,933.408,934.9110000000001,934.250565650044,934.0079776202015
2020-02-21,933.09,938.13,940.53,932.32,206750.0,VNINDEX,0,-0.3333333333333333,0.022727272727272728,-0.04950495049504951,10,932.5360000000001,934.1450000000001,933.670282825022,933.7019850801344
2020-02-24,903.34,917.49,917.49,903.34,291880.0,VNINDEX,0,-0.4166666666666667,0.0,-0.04950495049504951,4,926.25,931.4060000000002,918.505141412511,923.5813233867564
2020-02-25,909.67,893.95,909.67,893.95,221120.0,VNINDEX,0,-0.5,0.0,-0.04950495049504951,26,922.598,928.906,914.0875707062555,918.9442155911709
2020-02-26,895.97,901.51,903.27,894.25,142580.0,VNINDEX,0,-0.4583333333333333,0.0,-0.0594059405940594,12,916.04,924.735,905.0287853531278,911.2861437274473
2020-02-27,898.44,892.15,899.34,889.14,163290.0,VNINDEX,0,-0.4583333333333333,0.022727272727272728,-0.04950495049504951,21,908.1020000000001,920.7550000000001,901.7343926765639,907.0040958182983
2020-02-28,882.19,885.47,887.07,872.46,241890.0,VNINDEX,0,-0.4583333333333333,-0.022727272727272728,-0.04950495049504951,12,897.9220000000001,915.2289999999999,891.962196338282,898.7327305455324
2020-03-02,884.43,878.43,886.45,877.31,206640.0,VNINDEX,0,-0.375,0.0,-0.04950495049504951,13,894.14,910.195,888.1960981691409,893.9651536970216
2020-03-03,890.61,895.39,896.39,890.06,212740.0,VNINDEX,0,-0.375,0.0,-0.04950495049504951,8,890.3280000000001,906.463,889.4030490845705,892.8467691313479
2020-03-04,889.37,887.85,889.85,882.83,238450.0,VNINDEX,0,-0.375,0.0,-0.039603960396039604,15,889.008,902.524,889.3865245422853,891.6878460875653
2020-03-05,893.31,892.71,898.43,891.2,231340.0,VNINDEX,0,-0.375,0.0,-0.039603960396039604,6,887.982,898.042,891.3482622711426,892.228564058377
2020-03-06,891.44,888.96,891.44,882.71,214340.0,VNINDEX,0,-0.375,0.022727272727272728,-0.039603960396039604,14,889.832,893.8770000000001,891.3941311355713,891.9657093722514
2020-03-09,835.49,875.8,875.8,834.67,309100.0,VNINDEX,0,-0.375,-0.11363636363636363,-0.039603960396039604,5,880.0439999999999,887.092,863.4420655677857,873.1404729148343
2020-03-10,837.5,813.83,843.28,806.63,298020.0,VNINDEX,0,-0.3333333333333333,-0.1590909090909091,-0.0297029702970297,21,869.4220000000001,879.875,850.4710327838928,861.2603152765562
2020-03-11,811.35,843.52,844.94,794.54,318570.0,VNINDEX,0,-0.375,-0.18181818181818182,-0.019801980198019802,2,853.818,871.4129999999999,830.9105163919464,844.6235435177041
2020-03-12,769.25,778.06,778.06,762.12,339230.0,VNINDEX,0,-0.4166666666666667,-0.38636363636363635,-0.019801980198019802,3,829.006,858.494,800.0802581959732,819.4990290118028
2020-03-13,761.78,750.56,764.69,723.42,354710.0,VNINDEX,0,-0.5833333333333334,-0.36363636363636365,-0.019801980198019802,20,803.0740000000001,846.4529999999999,780.9301290979865,800.2593526745352
2020-03-16,747.86,758.28,758.59,737.58,292250.0,VNINDEX,0,-0.625,-0.36363636363636365,-0.019801980198019802,8,785.548,832.796,764.3950645489933,782.7929017830235
2020-03-17,745.78,724.07,750.03,721.84,287280.0,VNINDEX,0,-0.6666666666666666,-0.25,-0.019801980198019802,22,767.204,818.3129999999999,755.0875322744967,770.4552678553491
2020-03-18,747.66,747.4,752.65,742.12,259020.0,VNINDEX,0,-0.7083333333333334,-0.22727272727272727,-0.019801980198019802,15,754.466,804.142,751.3737661372484,762.8568452368995
2020-03-19,725.94,732.35,733.43,714.02,353390.0,VNINDEX,0,-0.75,-0.2727272727272727,-0.019801980198019802,12,745.804,787.405,738.6568830686242,750.5512301579331
2020-03-20,709.73,728.55,729.35,709.73,230590.0,VNINDEX,0,-0.75,-0.20454545454545456,-0.019801980198019802,9,735.394,769.234,724.1934415343121,736.9441534386222
2020-03-23,666.59,694.77,694.77,664.23,280250.0,VNINDEX,0,-0.7916666666666666,-0.38636363636363635,-0.019801980198019802,2,719.14,752.344,695.3917207671561,713.4927689590816
2020-03-24,659.21,666.59,666.59,652.27,245150.0,VNINDEX,0,-0.7916666666666666,-0.29545454545454547,-0.019801980198019802,13,701.826,734.515,677.3008603835781,695.3985126393877
2020-03-25,690.25,669.76,690.25,667.58,270180.0,VNINDEX,0,-0.7916666666666666,-0.11363636363636363,-0.019801980198019802,17,690.344,722.405,683.775430191789,693.6823417595918
2020-03-26,694.21,689.0,700.76,680.1,221850.0,VNINDEX,0,-0.7916666666666666,-0.11363636363636363,-0.019801980198019802,4,683.998,714.9010000000001,688.9927150958945,693.858227839728
2020-03-27,696.06,692.54,703.22,682.52,327990.0,VNINDEX,0,-0.875,-0.1590909090909091,-0.0297029702970297,7,681.264,708.329,692.5263575479472,694.592151893152
2020-03-30,662.26,663.91,665.56,657.36,233100.0,VNINDEX,0,-0.875,-0.20454545454545456,-0.0297029702970297,10,680.3979999999999,699.769,677.3931787739737,683.8147679287681
2020-03-31,662.53,669.74,678.64,649.1,262790.0,VNINDEX,0,-0.875,-0.20454545454545456,-0.0297029702970297,11,681.062,691.444,669.9615893869868,676.7198452858454
2020-04-01,680.23,658.8,684.96,657.41,267020.0,VNINDEX,1,-0.875,-0.11363636363636363,-0.0297029702970297,27,679.058,684.701,675.0957946934934,677.8898968572303
2020-04-03,701.8,687.92,701.8,687.92,233090.0,VNINDEX,2,-0.7083333333333334,-0.045454545454545456,-0.0297029702970297,22,680.576,682.287,688.4478973467467,685.8599312381535
2020-04-06,736.75,716.22,736.75,715.39,334900.0,VNINDEX,2,-0.7083333333333334,0.045454545454545456,-0.019801980198019802,19,688.7139999999999,684.9889999999999,712.5989486733733,702.8232874921024
2020-04-07,746.69,744.97,749.13,730.28,292970.0,VNINDEX,2,-0.625,0.045454545454545456,-0.019801980198019802,7,705.6,692.999,729.6444743366867,717.445524994735
2020-04-08,748.02,740.03,748.36,730.12,252290.0,VNINDEX,2,-0.5833333333333334,0.022727272727272728,-0.0297029702970297,20,722.698,701.88,738.8322371683433,727.6370166631567
2020-04-09,760.33,751.08,765.87,751.08,298470.0,VNINDEX,2,-0.4166666666666667,0.045454545454545456,-0.039603960396039604,10,738.7180000000001,708.8879999999999,749.5811185841717,738.5346777754378
2020-04-10,757.94,759.08,764.36,751.59,338400.0,VNINDEX,2,-0.375,0.045454545454545456,-0.0297029702970297,6,749.946,715.2610000000001,753.7605592920859,745.0031185169586
2020-04-13,765.79,762.99,774.62,762.53,235280.0,VNINDEX,2,-0.20833333333333334,0.022727272727272728,-0.039603960396039604,19,755.7540000000001,722.234,759.7752796460429,751.9320790113057
2020-04-14,767.41,769.01,769.53,753.85,266780.0,VNINDEX,2,-0.16666666666666666,0.045454545454545456,-0.0297029702970297,9,759.8979999999999,732.749,763.5926398230215,757.0913860075372
2020-04-15,777.22,768.05,779.52,768.01,302620.0,VNINDEX,2,-0.08333333333333333,0.045454545454545456,-0.0297029702970297,19,765.738,744.2180000000001,770.4063199115108,763.8009240050249
2020-04-16,780.7,773.11,781.06,770.91,250940.0,VNINDEX,2,0.041666666666666664,0.022727272727272728,-0.039603960396039604,19,769.812,754.2650000000001,775.5531599557554,769.4339493366833
2020-04-17,789.6,786.96,790.95,783.74,309860.0,VNINDEX,2,0.16666666666666666,0.022727272727272728,-0.04950495049504951,15,776.144,763.0450000000001,782.5765799778777,776.1559662244556
2020-04-20,794.97,796.17,797.49,786.73,336050.0,VNINDEX,2,0.3333333333333333,0.022727272727272728,-0.04950495049504951,9,781.98,768.867,788.7732899889388,782.4273108163038
2020-04-21,766.84,794.97,794.97,761.96,397400.0,VNINDEX,2,0.20833333333333334,0.022727272727272728,-0.04950495049504951,24,781.866,770.882,777.8066449944695,777.2315405442026
2020-04-22,768.92,752.8,774.94,749.97,253440.0,VNINDEX,2,0.08333333333333333,0.045454545454545456,-0.039603960396039604,24,780.2059999999999,772.972,773.3633224972348,774.4610270294685
2020-04-23,773.91,768.92,785.6,768.92,205800.0,VNINDEX,2,0.125,0.022727272727272728,-0.039603960396039604,4,778.848,774.33,773.6366612486174,774.2773513529789
2020-04-24,776.66,777.28,778.3,767.31,262270.0,VNINDEX,2,0.16666666666666666,0.0,-0.04950495049504951,10,776.26,776.202,775.1483306243088,775.0715675686527
2020-04-27,770.77,780.65,785.74,770.77,307360.0,VNINDEX,2,0.20833333333333334,0.0,-0.04950495049504951,4,771.42,776.7,772.9591653121544,773.6377117124351
2020-04-28,767.21,773.31,776.13,763.66,219400.0,VNINDEX,2,0.20833333333333334,0.022727272727272728,-0.04950495049504951,11,771.494,776.6800000000001,770.0845826560771,771.4951411416235
2020-04-29,769.11,768.59,772.62,768.19,250080.0,VNINDEX,2,0.125,0.045454545454545456,-0.04950495049504951,2,771.5319999999999,775.8689999999999,769.5972913280386,770.7000940944158
2020-05-04,762.47,766.14,769.73,761.64,285570.0,VNINDEX,2,0.041666666666666664,0.0,-0.04950495049504951,10,769.244,774.046,766.0336456640193,767.9567293962773
2020-05-05,764.16,763.22,767.03,760.04,212380.0,VNINDEX,2,0.041666666666666664,0.0,-0.04950495049504951,11,766.7439999999999,771.502,765.0968228320096,766.6911529308516
2020-05-06,782.59,767.3,782.59,765.37,272450.0,VNINDEX,2,0.041666666666666664,0.0,-0.04950495049504951,23,769.108,770.264,773.8434114160048,771.9907686205678
2020-05-07,796.54,785.08,796.54,785.08,240800.0,VNINDEX,2,0.041666666666666664,0.0,-0.04950495049504951,21,774.9739999999999,773.234,785.1917057080024,780.1738457470452
2020-05-08,813.73,800.32,825.72,800.2,371340.0,VNINDEX,2,0.041666666666666664,0.0,-0.04950495049504951,10,783.898,777.7149999999999,799.4608528540011,791.3592304980302
2020-05-11,828.33,818.26,828.33,812.48,353420.0,VNINDEX,2,0.125,0.022727272727272728,-0.0594059405940594,2,797.0699999999999,783.157,813.8954264270005,803.6828203320202
2020-05-12,835.32,827.29,835.95,819.66,322210.0,VNINDEX,2,0.125,0.022727272727272728,-0.04950495049504951,12,811.302,789.023,824.6077132135003,814.2285468880136
2020-05-13,834.21,835.32,839.59,815.13,374600.0,VNINDEX,2,0.125,0.045454545454545456,-0.04950495049504951,19,821.626,795.367,829.4088566067502,820.8890312586759
2020-05-14,832.4,830.97,836.19,826.17,341120.0,VNINDEX,2,0.16666666666666666,0.045454545454545456,-0.04950495049504951,13,828.798,801.886,830.9044283033751,824.7260208391174
2020-05-15,827.03,835.42,838.47,824.59,301890.0,VNINDEX,2,0.20833333333333334,0.022727272727272728,-0.04950495049504951,7,831.458,807.6780000000001,828.9672141516876,825.494013892745
2020-05-18,837.01,827.49,837.61,823.08,254050.0,VNINDEX,2,0.20833333333333334,0.0,-0.04950495049504951,18,833.1940000000001,815.132,832.9886070758438,829.3326759284968
2020-05-19,845.92,852.14,854.25,844.15,385270.0,VNINDEX,2,0.25,0.022727272727272728,-0.04950495049504951,7,835.314,823.308,839.4543035379219,834.8617839523313
2020-05-20,852.91,843.26,852.91,842.21,265770.0,VNINDEX,2,0.25,0.022727272727272728,-0.0594059405940594,18,839.0539999999999,830.3399999999999,846.1821517689609,840.8778559682208
2020-05-21,862.73,854.93,862.73,854.04,331910.0,VNINDEX,2,0.2916666666666667,0.06818181818181818,-0.0594059405940594,12,845.1199999999999,836.9590000000001,854.4560758844805,848.161903978814
2020-05-22,852.74,859.29,860.65,852.08,303980.0,VNINDEX,2,0.2916666666666667,0.045454545454545456,-0.0594059405940594,5,850.2620000000001,840.86,853.5980379422402,849.6879359858762
2020-05-25,859.04,852.9,860.45,849.12,307230.0,VNINDEX,2,0.2916666666666667,0.045454545454545456,-0.0594059405940594,20,854.668,843.9309999999999,856.3190189711202,852.8052906572509
2020-05-26,869.13,861.47,869.65,860.22,328350.0,VNINDEX,2,0.3333333333333333,0.045454545454545456,-0.0594059405940594,20,859.3099999999998,847.3119999999999,862.72450948556,858.2468604381672
2020-05-27,857.48,869.13,875.35,857.48,388900.0,VNINDEX,2,0.3333333333333333,0.022727272727272728,-0.0594059405940594,5,860.2239999999999,849.6389999999999,860.10225474278,857.9912402921116
2020-05-28,861.39,858.97,866.17,856.48,322220.0,VNINDEX,2,0.3333333333333333,0.022727272727272728,-0.0594059405940594,5,859.9559999999999,852.5380000000001,860.74612737139,859.1241601947411
2020-05-29,864.47,861.59,866.95,859.26,318190.0,VNINDEX,2,0.3333333333333333,0.022727272727272728,-0.0594059405940594,14,862.302,856.2819999999999,862.608063685695,860.9061067964941
2020-06-01,878.67,868.97,878.67,868.97,476520.0,VNINDEX,2,0.3333333333333333,0.022727272727272728,-0.04950495049504951,23,866.2280000000001,860.448,870.6390318428475,866.8274045309961
2020-06-02,874.8,879.23,882.73,874.53,484710.0,VNINDEX,2,0.3333333333333333,0.022727272727272728,-0.04950495049504951,2,867.3619999999999,863.336,872.7195159214237,869.4849363539975
2020-06-03,881.17,876.73,881.17,874.01,351960.0,VNINDEX,2,0.2916666666666667,0.045454545454545456,-0.04950495049504951,18,872.1,866.162,876.9447579607119,873.3799575693317
2020-06-04,883.9,883.22,888.32,883.22,431120.0,VNINDEX,2,0.375,0.022727272727272728,-0.04950495049504951,12,876.6020000000001,868.2789999999999,880.4223789803559,876.8866383795546
2020-06-05,886.22,883.4,886.59,878.5,499610.0,VNINDEX,2,0.375,0.022727272727272728,-0.04950495049504951,18,880.952,871.6270000000001,883.321189490178,879.9977589197031
2020-06-08,899.92,888.7,905.65,888.7,572020.0,VNINDEX,2,0.4583333333333333,0.045454545454545456,-0.04950495049504951,15,885.2019999999999,875.7149999999999,891.620594745089,886.6385059464687
2020-06-09,899.43,902.26,904.89,898.87,501730.0,VNINDEX,1,0.5416666666666666,0.045454545454545456,-0.039603960396039604,4,890.1279999999999,878.7450000000001,895.5252973725444,890.9023372976459
2020-06-10,900.0,898.78,902.69,890.3,542870.0,VNINDEX,1,0.625,0.022727272727272728,-0.039603960396039604,18,893.8939999999999,882.9970000000001,897.7626486862722,893.934891531764
2020-06-11,867.37,900.48,903.7,867.37,707460.0,VNINDEX,1,0.625,0.022727272727272728,-0.0297029702970297,2,890.5880000000001,883.595,882.5663243431361,885.0799276878428
2020-06-12,863.52,841.85,863.52,841.44,620770.0,VNINDEX,1,0.5416666666666666,0.0,-0.019801980198019802,20,886.048,883.5,873.043162171568,877.8932851252287
2020-06-15,832.47,867.52,868.16,832.47,708240.0,VNINDEX,1,0.4166666666666667,0.0,-0.019801980198019802,2,872.558,878.8799999999999,852.7565810857841,862.7521900834859
2020-06-16,856.13,848.86,858.7,844.67,412450.0,VNINDEX,1,0.4166666666666667,0.0,-0.019801980198019802,19,863.8979999999999,877.0130000000001,854.4432905428921,860.5447933889907
2020-06-17,854.44,861.05,861.05,852.27,354840.0,VNINDEX,1,0.4166666666666667,0.0,-0.019801980198019802,5,854.7860000000001,874.3399999999999,854.4416452714461,858.5098622593273
2020-06-18,855.27,850.92,858.03,847.49,280310.0,VNINDEX,1,0.4583333333333333,0.022727272727272728,-0.019801980198019802,19,852.366,871.4770000000001,854.855822635723,857.429908172885
2020-06-19,868.56,857.77,868.56,857.77,440090.0,VNINDEX,1,0.4583333333333333,0.022727272727272728,-0.019801980198019802,23,853.374,869.711,861.7079113178615,861.1399387819234
2020-06-22,871.28,871.56,872.94,867.37,350370.0,VNINDEX,1,0.4166666666666667,0.022727272727272728,-0.019801980198019802,7,861.1360000000001,866.8470000000001,866.4939556589308,864.519959187949
2020-06-23,868.2,871.12,873.2,864.02,455360.0,VNINDEX,1,0.4583333333333333,0.022727272727272728,-0.019801980198019802,12,863.55,863.7239999999999,867.3469778294655,865.7466394586327
2020-06-24,859.71,868.2,873.13,857.58,370920.0,VNINDEX,1,0.4583333333333333,0.022727272727272728,-0.019801980198019802,4,864.604,859.695,863.5284889147327,863.7344263057553
2020-06-25,854.59,851.09,856.23,849.65,312300.0,VNINDEX,1,0.3333333333333333,0.0,-0.019801980198019802,15,864.4680000000001,858.417,859.0592444573664,860.686284203837
2020-06-26,851.98,859.07,862.59,850.66,300390.0,VNINDEX,1,0.4166666666666667,0.0,-0.019801980198019802,7,861.152,857.2629999999999,855.5196222286831,857.7841894692248
2020-06-29,829.36,846.26,846.53,826.0,389640.0,VNINDEX,1,0.08333333333333333,0.0,-0.019801980198019802,1,852.768,856.952,842.4398111143416,848.3094596461499
2020-06-30,825.11,836.72,840.31,821.92,358390.0,VNINDEX,1,0.08333333333333333,0.0,-0.0297029702970297,26,844.15,853.85,833.7749055571708,840.5763064307666
2020-07-01,843.49,827.67,844.26,826.38,303550.0,VNINDEX,1,0.08333333333333333,0.0,-0.0297029702970297,26,840.9060000000002,852.7549999999999,838.6324527785854,841.5475376205111
2020-07-02,842.38,845.66,845.66,838.48,223800.0,VNINDEX,1,0.08333333333333333,0.0,-0.0297029702970297,9,838.4639999999999,851.466,840.5062263892927,841.8250250803408
2020-07-03,847.61,845.26,848.16,843.25,203000.0,VNINDEX,1,0.041666666666666664,0.0,-0.0297029702970297,10,837.5899999999999,849.3709999999999,844.0581131946464,843.7533500535606
2020-07-06,861.16,851.47,861.85,850.04,215090.0,VNINDEX,1,0.08333333333333333,0.0,-0.039603960396039604,24,843.95,848.359,852.6090565973232,849.5555667023738
2020-07-07,863.42,865.46,870.63,863.42,330900.0,VNINDEX,1,0.08333333333333333,0.0,-0.039603960396039604,4,851.6119999999999,847.881,858.0145282986616,854.1770444682492
2020-07-08,864.5,861.75,865.58,859.98,237540.0,VNINDEX,1,0.08333333333333333,0.0,-0.039603960396039604,15,855.814,848.36,861.2572641493308,857.6180296454995
2020-07-09,876.46,867.66,878.36,867.45,306080.0,VNINDEX,1,0.041666666666666664,0.022727272727272728,-0.0594059405940594,23,862.6299999999999,850.5469999999999,868.8586320746654,863.8986864303331
2020-07-10,871.21,873.7,878.53,867.59,291110.0,VNINDEX,1,0.041666666666666664,0.045454545454545456,-0.0594059405940594,9,867.35,852.4699999999999,870.0343160373327,866.3357909535555
2020-07-13,868.72,874.85,876.83,866.99,246070.0,VNINDEX,1,0.041666666666666664,0.022727272727272728,-0.0594059405940594,3,868.8620000000001,856.406,869.3771580186664,867.1305273023704
2020-07-14,868.11,865.01,868.11,860.28,239140.0,VNINDEX,1,0.041666666666666664,0.022727272727272728,-0.0594059405940594,18,869.8,860.7060000000001,868.7435790093332,867.4570182015804
2020-07-15,869.91,872.8,876.69,869.91,258290.00000000003,VNINDEX,1,0.041666666666666664,0.022727272727272728,-0.0594059405940594,6,870.882,863.348,869.3267895046665,868.2746788010536
2020-07-16,876.83,871.81,876.83,869.25,243470.0,VNINDEX,1,0.041666666666666664,0.022727272727272728,-0.06930693069306931,17,870.9559999999999,866.793,873.0783947523332,871.1264525340358
2020-07-17,872.02,873.48,875.07,871.89,270680.0,VNINDEX,1,0.0,0.022727272727272728,-0.0594059405940594,11,871.118,869.234,872.5491973761666,871.4243016893572
2020-07-20,861.4,870.66,871.64,861.4,285080.0,VNINDEX,1,-0.041666666666666664,0.0,-0.0594059405940594,2,869.6540000000001,869.258,866.9745986880832,868.0828677929048
2020-07-21,861.69,863.94,864.7,856.94,245410.0,VNINDEX,1,-0.08333333333333333,0.0,-0.0594059405940594,5,868.3700000000001,869.085,864.3322993440416,865.9519118619367
2020-07-22,855.08,862.8,864.0,854.97,278600.0,VNINDEX,1,-0.08333333333333333,0.0,-0.0594059405940594,1,865.4040000000001,868.143,859.7061496720208,862.3279412412911
2020-07-23,856.75,854.92,857.22,851.97,240500.0,VNINDEX,1,-0.08333333333333333,0.0,-0.0594059405940594,11,861.3880000000001,866.1719999999999,858.2280748360104,860.4686274941942
2020-07-24,829.16,854.23,854.57,816.65,505100.0,VNINDEX,1,-0.125,-0.022727272727272728,-0.039603960396039604,1,852.816,861.967,843.6940374180051,850.0324183294629
2020-07-27,785.17,794.14,808.74,780.64,422710.0,VNINDEX,1,-0.20833333333333334,-0.1590909090909091,-0.0297029702970297,3,837.57,853.6119999999999,814.4320187090025,828.4116122196419
2020-07-28,813.36,786.72,814.4,786.67,328490.0,VNINDEX,1,-0.25,0.0,-0.0297029702970297,27,827.9040000000001,848.1370000000001,813.8960093545013,823.3944081464281
2020-07-29,790.84,800.39,800.39,779.82,362090.0,VNINDEX,1,-0.3333333333333333,0.0,-0.0297029702970297,12,815.056,840.2299999999999,802.3680046772506,812.5429387642855
2020-07-30,801.13,796.22,802.97,794.88,188950.0,VNINDEX,1,-0.4166666666666667,0.0,-0.0297029702970297,19,803.932,832.6600000000001,801.7490023386254,808.738625842857
2020-07-31,798.39,787.78,803.55,786.98,249630.0,VNINDEX,2,-0.4166666666666667,0.0,-0.0297029702970297,21,797.778,825.2969999999999,800.0695011693126,805.289083895238
2020-08-03,814.65,796.86,814.84,796.47,298140.0,VNINDEX,2,-0.4166666666666667,0.0,-0.0297029702970297,26,803.6740000000001,820.622,807.3597505846562,808.409389263492
2020-08-04,827.57,822.86,827.57,820.2,277450.0,VNINDEX,2,-0.4166666666666667,0.0,-0.039603960396039604,14,806.516,817.2099999999999,817.4648752923281,814.7962595089948
2020-08-05,837.8,827.54,839.52,820.74,306640.0,VNINDEX,2,-0.4166666666666667,0.0,-0.039603960396039604,22,815.908,815.482,827.632437646164,822.4641730059966
2020-08-06,840.04,838.01,844.16,833.56,257020.0,VNINDEX,2,-0.3333333333333333,0.0,-0.04950495049504951,8,823.6899999999999,813.8109999999999,833.8362188230819,828.3227820039978
2020-08-07,841.46,840.65,844.33,836.84,259890.0,VNINDEX,2,-0.25,0.0,-0.04950495049504951,9,832.3040000000001,815.0409999999999,837.648109411541,832.701854669332
2020-08-10,843.2,845.11,849.52,843.2,309300.0,VNINDEX,2,-0.25,0.0,-0.0594059405940594,15,838.0139999999999,820.844,840.4240547057705,836.2012364462214
2020-08-11,843.08,847.61,847.61,840.35,249000.0,VNINDEX,2,-0.2916666666666667,0.0,-0.0594059405940594,9,841.116,823.816,841.7520273528853,838.4941576308144
2020-08-12,846.92,844.19,848.54,842.88,272490.0,VNINDEX,2,-0.3333333333333333,0.0,-0.0594059405940594,17,842.9399999999999,829.424,844.3360136764427,841.3027717538763
2020-08-13,855.05,849.96,855.19,849.86,256250.0,VNINDEX,2,-0.125,0.0,-0.0594059405940594,17,845.942,834.816,849.6930068382213,845.8851811692509
2020-08-14,850.74,854.29,860.32,848.38,304710.0,VNINDEX,2,-0.08333333333333333,0.0,-0.0594059405940594,8,847.798,840.051,850.2165034191107,847.5034541128341
2020-08-17,850.15,848.08,852.05,841.62,237510.0,VNINDEX,2,-0.08333333333333333,0.0,-0.0594059405940594,17,849.1880000000001,843.601,850.1832517095554,848.3856360752228
2020-08-18,846.43,850.15,851.06,845.0,227510.0,VNINDEX,2,-0.08333333333333333,0.0,-0.0594059405940594,4,849.858,845.4870000000001,848.3066258547776,847.7337573834819
2020-08-19,851.21,847.19,853.15,846.22,240150.0,VNINDEX,2,-0.041666666666666664,0.0,-0.0594059405940594,20,850.716,846.8280000000001,849.7583129273888,848.8925049223213
2020-08-20,848.21,851.21,856.99,847.44,285690.0,VNINDEX,2,0.041666666666666664,0.0,-0.04950495049504951,7,849.348,847.6450000000001,848.9841564636945,848.6650032815477
2020-08-21,854.78,849.99,856.45,849.69,286820.0,VNINDEX,2,0.0,0.0,-0.04950495049504951,21,850.1560000000002,848.9770000000001,851.8820782318472,850.7033355210318
2020-08-24,868.68,860.35,868.68,860.35,381520.0,VNINDEX,2,-0.041666666666666664,0.0,-0.04950495049504951,16,853.8620000000001,851.525,860.2810391159236,856.6955570140212
